480.0	1.47E+01
455.0	1.49E+01
430.9	1.55E+01
406.5	1.67E+01
381.5	1.80E+01
356.7	1.90E+01
332.1	2.00E+01
307.3	2.20E+01
282.7	2.35E+01
258.3	2.60E+01
234.2	2.90E+01
209.7	3.15E+01
185.7	3.45E+01
161.6	3.90E+01
138.3	4.40E+01
115.1	5.10E+01
92.0	6.00E+01
69.3	7.30E+01
46.7	9.55E+01
25.1	1.32E+02
